year,city,population,percent_count_Age,number_of_high_schools,number_of_bachelor_graduates_in_percent,number_of_high_school_graduates_in_percent,number_of_high_school_students,number_of_high_school_graduates_with_potential_in_percent,Registration_for_higher_education_within_8_years_in_percent,number_of_students_in_percent,number_of_self_employees,number_of_employees,employees_average_monthly_wage,employees_average_monthly_wage_change_in_percent,self_employees_average_monthly_wage
2017,שעב,6800.0,39.2,..,8.5,57.50,329,49.60,..,2.5,,,,,
2017,שפרעם,41000.0,37.03999999999999,9,9.7,57.20,2259,49.40,30.90,2.4,1215.0,17138.0,6701.77,7.25,9028.51
2017,תל אביב -יפו,443900.0,23.05,64,41.1,73.60,13032,65,51.60,4.8,24249.0,232455.0,11606.02,5.13,12439.3
2017,תל מונד,12600.0,33.61,..,51.3,87.40,926,84.10,60,3.5,667.0,6103.0,14516.78,3.61,14192.15
2017,תל שבע,19700.0,44.19,5,6.3,39.90,1195,22.20,15.60,1.5,164.0,4927.0,5278.41,5.7,11368.6
2016,אבו גוש,7100.0,37.2,3,10.0,49.20,377,35.80,35.20,3.7,132.0,2948.0,6591.09,5.56,7731.45
2016,אבו סנאן,13500.0,37.7,3,11.0,56.10,661,39.20,25.10,2.2,467.0,5086.0,6226.12,3.25,7941.96
2016,אבן יהודה,13500.0,27.0,4,53.8,81.10,1293,71.70,57.30,3.2,720.0,6049.0,13553.54,0.88,13119.36
2016,אום אל-פחם,53300.0,40.2,11,7.3,52.90,3729,32.40,25.40,1.8,1543.0,18114.0,5361.0,1.9,8354.0
2016,אופקים,26600.0,33.3,10,9.6,51.70,1396,34.80,25.20,1.9,253.0,3057.0,9264.0,-1.95,9282.0
2016,אור יהודה,36500.0,29.2,7,12.0,64.70,1159,48.50,36.30,2.1,1462.0,16944.0,7859.0,0.9,9921.0
2016,אור עקיבא,17600.0,26.700000000000003,6,11.6,70.10,788,60.20,33.20,1.9,616.0,9183.0,7343.0,3.7,8549.0
2016,אורנית,8700.0,29.599999999999998,..,45.8,87,0,78.80,61,3.8,481.0,4244.0,12728.87,-0.27,12128.11
2016,אזור,12600.0,25.3,..,19.9,72.30,0,49.10,43.80,2.7,606.0,5806.0,9128.5,0.91,10941.61
2016,אילת,50100.0,29.8,7,10.2,66.70,1844,57.40,34.60,2.2,2123.0,30531.0,7706.0,1.5,11035.0
2016,אכסאל,14000.0,39.8,4,11.8,52.50,927,42.80,32.70,2.1,584.0,5094.0,6317.64,4.43,10338.86
2016,אליכין,3400.0,30.5,..,25.7,72,0,56,..,3.4,199.0,4284.0,11889.0,1.45,14576.0
2016,אלעד,45900.0,36.9,27,10.7,36.20,2763,19.70,16.70,1.0,875.0,12216.0,6219.0,2.0,7601.0
2016,אלפי מנשה,7800.0,28.6,..,34.6,76.60,0,64.90,..,3.0,407.0,3833.0,11807.2,0.08,11196.44
2016,אלקנה,3900.0,33.4,..,66.2,96.30,365,94.40,..,9.6,104.0,1706.0,11151.11,-1.1,14017.6
2016,אעבלין,12800.0,37.3,4,11.4,56.30,1339,54.50,44.20,2.6,435.0,5101.0,6151.98,5.59,7398.92
2016,אפרת,8700.0,37.8,3,43.6,88.60,713,85,76.80,6.2,304.0,4145.0,9916.35,2.29,13078.97
2016,אריאל,19200.0,33.7,..,20.9,76.70,476,61.40,38,11.1,552.0,10018.0,8538.0,2.9,8800.0
2016,אשדוד,221600.0,29.1,49,13.4,56.90,11461,48.50,38.20,2.2,5687.0,99332.0,8068.0,1.4,9298.0
2016,אשקלון,134500.0,26.6,20,17.2,73.10,4704,61,45.90,2.5,3914.0,64679.0,7644.0,0.7,8987.0
2016,באקה אל-גרביה,28500.0,38.9,7,11.1,57.70,2521,40.50,41.20,2.7,995.0,10879.0,6401.0,3.9,9143.0
2016,באר יעקב,20400.0,25.8,5,31.0,63,1163,41.80,26.40,2.0,794.0,9962.0,10732.58,2.15,11837.98
2016,באר שבע,205800.0,27.8,32,19.3,69.60,8313,52,38,3.6,4188.0,95595.0,8347.0,1.2,9583.0
2016,בועיינה-נוג'ידאת,9300.0,40.9,..,9.6,51.10,653,37.80,31.30,2.6,193.0,3657.0,5453.69,2.17,7899.1
2016,בוקעאתא,6400.0,35.2,..,5.2,65.50,129,44.20,26,1.9,296.0,2300.0,5304.52,6.25,6252.04
2016,ביר אל-מכסור,8900.0,38.400000000000006,..,6.4,42.60,541,32.40,13.90,1.5,165.0,3487.0,5733.17,2.43,7857.91
2016,בית אל,6100.0,48.2,4,44.2,75.80,905,59.10,67.20,6.3,98.0,2312.0,7066.66,-0.24,8793.02
2016,בית אריה,4800.0,30.7,..,28.0,73.60,0,66.70,..,3.0,235.0,2400.0,10631.45,0.19,11502.92
2016,בית ג'ן,11600.0,37.2,..,14.9,95.20,636,59.30,34,3.1,342.0,4972.0,6338.05,-2.13,6050.65
2016,בית דגן,7100.0,31.6,..,23.9,79.80,0,68.20,34.30,2.9,308.0,3302.0,9820.6,0.54,10543.96
2016,בית שאן,17600.0,32.2,5,11.7,49.30,746,31.30,36.70,2.3,440.0,9124.0,6994.0,0.6,9971.0
2016,בית שמש,109800.0,36.2,49,10.1,34.30,6055,27.20,32.90,1.6,2001.0,31986.0,6682.0,2.2,8546.0
2016,ביתר עילית,51600.0,37.3,31,4.9,10.20,3325,3.90,17.70,1.1,719.0,13256.0,4780.0,2.9,6717.0
2016,בני ברק,189000.0,37.8,100,6.3,7,16384,5.80,9.80,0.8,2748.0,54655.0,5691.0,2.5,7957.0
2016,"בני עי""ש",7000.0,25.8,..,10.6,72.20,0,55.70,..,2.6,183.0,3645.0,7539.78,1.1,7281.31
2016,בנימינה-גבעת עדה*,15200.0,28.9,..,58.4,82.80,784,79.60,55.50,3.2,777.0,6400.0,13552.23,0.26,12690.31
2016,"בסמ""ה",9200.0,40.8,..,10.9,57.50,687,48.20,27.80,2.4,258.0,3660.0,5759.74,3.05,7518.74
2016,בסמת טבעון,7600.0,39.1,..,7.7,49.70,333,38.50,..,2.0,182.0,3087.0,5894.37,4.42,7909.02
2016,בענה,8000.0,39.8,..,7.3,65.60,672,53.20,25.70,2.6,228.0,3106.0,4998.55,3.6,8475.74
2016,בת ים,128900.0,21.799999999999997,17,8.9,70.80,3726,53.40,36.50,1.5,4235.0,63579.0,7164.0,2.6,8568.0
2016,גבעת זאב,16900.0,32.099999999999994,..,22.4,47.80,5,37.80,50.80,3.4,549.0,7013.0,8531.63,2.63,9394.51
2016,גבעת שמואל,25500.0,29.1,..,56.8,86.30,537,80.30,72.10,5.6,869.0,10989.0,12520.0,0.9,15066.0
2016,גבעתיים,58500.0,21.1,5,52.2,89.30,2428,84.90,63.10,4.2,2765.0,27465.0,12434.0,2.4,12843.0
2016,ג'דיידה-מכר,20300.0,39.2,4,8.5,69.20,1109,57.70,44.50,2.2,545.0,8203.0,5661.6,4.16,8543.3
2016,גדרה,27000.0,30.5,6,40.4,87,1571,70.90,67.50,2.9,870.0,11151.0,11129.06,-2.42,11634.06
2016,ג'ולס,6200.0,37.3,..,17.3,47,306,44,..,3.8,144.0,2720.0,7251.59,-2.02,5290.26
2016,ג'לג'וליה,9600.0,39.9,..,9.0,74.30,490,57.50,23.80,2.6,322.0,3647.0,5190.86,3.43,7038.57
2016,גן יבנה,23100.0,34.2,3,30.3,80.40,1118,71.90,48.90,3.6,882.0,10856.0,10904.56,0.15,10805.09
2016,גני תקווה,17300.0,25.1,..,51.1,79.60,59,75.10,65.80,3.2,757.0,8247.0,13710.77,2.56,14365.03
2016,ג'סר א-זרקא,14200.0,40.3,..,1.9,23.10,704,15.70,7.60,0.7,111.0,5845.0,5076.17,4.76,7191.13
2016,ג'ש (גוש חלב),3100.0,31.2,..,23.5,72.30,172,66,..,3.5,189.0,1437.0,8039.93,4.46,9892.81
2016,ג'ת,11400.0,38.7,..,20.8,69.40,0,56,..,4.5,492.0,4865.0,7286.77,2.45,7934.59
2016,דאלית אל-כרמל,17000.0,33.2,..,13.2,54.40,644,51.50,25.10,3.2,742.0,7147.0,7058.02,0.37,7130.42
2016,דבורייה,10000.0,37.8,..,14.3,61.70,644,59.70,37.90,3.1,396.0,3755.0,6530.81,3.98,8959.67
2016,דייר אל-אסד,11900.0,39.4,..,12.0,71.90,505,62.20,30.60,2.8,364.0,4849.0,6392.74,4.11,9277.23
2016,דייר חנא,9900.0,37.6,..,13.7,88.50,476,75.80,32.40,2.9,293.0,4178.0,6157.56,4.49,7672.9
2016,דימונה,33500.0,30.7,10,10.1,61.50,1661,50.60,32.30,2.0,616.0,16558.0,8616.0,4.9,8273.0
2016,הוד השרון,58900.0,25.9,6,51.9,86.50,2608,82.60,59,3.3,2924.0,28174.0,13300.0,1.4,12691.0
2016,הר אדר,4000.0,32.2,..,57.5,94.10,0,84.20,..,5.1,182.0,1930.0,14639.6,-1.17,16322.6
2016,הרצלייה,93100.0,23.299999999999997,10,41.7,79.30,3386,70.90,57.10,3.5,4415.0,43006.0,11673.0,1.7,12159.0
2016,זכרון יעקב,22700.0,31.4,6,50.7,74.50,1586,67.30,49.20,3.8,1032.0,9783.0,13292.97,-0.98,11435.65
2016,זמר,6600.0,37.3,..,11.4,53,686,45.50,27.50,2.6,295.0,2701.0,6505.53,1.48,7403.21
2016,זרזיר,7600.0,39.8,..,8.4,57.40,388,41.80,16.30,1.9,135.0,2981.0,5555.53,-2.77,10617.32
2016,חדרה,91700.0,26.700000000000003,20,20.1,63.90,3719,48.20,33,2.3,3201.0,45455.0,8454.0,2.4,9101.0
2016,חולון,190800.0,24.3,20,19.9,73.90,6242,62.30,43.90,2.4,7440.0,89091.0,8953.0,2.2,10309.0
2016,חורה,20000.0,42.5,7,9.5,61.30,1678,43.10,27.70,1.9,172.0,3797.0,5718.92,0.96,8464.77
2016,חורפיש,6200.0,36.9,..,20.0,86.90,345,62.60,..,4.2,242.0,2510.0,7179.15,-6.63,6350.49
2016,חיפה,279600.0,24.9,46,31.9,71.10,12150,62,51.70,4.8,8086.0,125978.0,9651.0,1.0,10598.0
2016,חצור הגלילית,9000.0,33.400000000000006,4,12.0,47.90,802,34.50,30.50,2.6,257.0,4282.0,6724.42,-0.2,7865.76
2016,חריש,1400.0,21.2,..,31.9,..,0,..,..,2.0,169.0,2275.0,8786.05,-0.48,8130.39
2016,טבריה,43100.0,30.1,15,8.6,51.30,2593,36.70,32.90,2.0,1224.0,19374.0,6197.0,0.0,7855.0
2016,טובא-זנגרייה,6400.0,39.2,..,5.7,41.30,278,28.10,..,1.4,132.0,2817.0,5587.88,8.4,9826.96
2016,טורעאן,13500.0,39.400000000000006,..,13.2,79.30,587,63,33.20,3.0,551.0,5120.0,5740.27,3.36,11679.98
2016,טייבה,41600.0,38.2,3,11.9,65.80,2441,51.10,27.80,2.8,1471.0,16252.0,5848.0,0.8,7546.0
2016,טירה,25300.0,37.3,7,14.6,54,1512,45.80,28.80,3.0,1140.0,10731.0,6348.0,2.5,7652.0
2016,טירת כרמל,20300.0,26.5,3,12.2,72.50,561,56.80,38.60,2.5,541.0,10486.0,7606.0,3.9,8597.0
2016,טמרה,32800.0,38.3,9,10.0,57,2084,43.30,32.40,2.9,902.0,12786.0,5468.0,3.4,8937.0
2016,יאנוח-ג'ת,6400.0,38.5,..,14.8,61,289,50.50,23,2.9,161.0,2691.0,6915.53,-3.51,6232.51
2016,יבנאל,4200.0,32.8,..,14.9,62.50,96,30,..,1.9,142.0,1360.0,6080.4,-0.33,7306.83
2016,יבנה,44100.0,26.299999999999997,7,26.2,79.20,1306,63.40,50.30,2.9,1592.0,21953.0,9523.0,-0.5,10769.0
2016,יהוד,29300.0,26.799999999999997,3,33.3,70.30,1831,62.80,56,3.1,1264.0,14422.0,11061.0,0.8,11669.0
2016,יסוד המעלה,1700.0,29.4,..,44.4,..,0,..,..,3.9,143.0,2361.0,9620.0,-0.16,12407.0
2016,יפיע,18400.0,37.900000000000006,4,10.4,66.40,1025,51.10,35.40,2.9,579.0,7216.0,5826.95,3.27,8611.03
2016,יקנעם עילית,22000.0,29.400000000000002,..,35.8,78.60,706,64.20,42.50,2.9,566.0,11374.0,10927.0,1.9,10456.0
2016,ירוחם,9200.0,33.599999999999994,3,18.0,52.70,436,45.20,34.60,3.1,137.0,4356.0,7694.62,0.22,9473.14
2016,ירושלים,882700.0,35.9,335,14.7,37.10,55480,31.80,24.80,2.6,19777.0,276358.0,7179.0,1.4,8841.0
2016,ירכא,16600.0,38.4,7,11.3,75.50,1027,51.30,28.90,2.8,570.0,5541.0,6362.87,-1.36,7392.29
2016,כאבול,13400.0,38.4,..,13.0,75.10,566,61,32.40,3.1,295.0,4419.0,5951.98,2.78,7059.95
2016,כאוכב אבו אל-היג'א,3400.0,35.4,..,19.3,98.30,213,81.40,..,3.5,101.0,1521.0,6786.82,2.56,6845.38
2016,כוכב יאיר,9000.0,34.8,..,59.5,92.70,0,85.90,74.30,5.7,496.0,4937.0,14084.12,0.31,14595.81
2016,כסיפה,19700.0,42.0,4,10.2,56.30,1656,38.20,29.10,2.1,114.0,4021.0,5568.27,2.51,8205.73
2016,כסרא-סמיע,8300.0,40.3,..,12.4,78.50,424,43,23.70,2.6,217.0,3298.0,6830.95,0.92,6527.08
2016,כעביה-טבאש-חג'אג'רה,5100.0,40.7,..,11.3,77,330,47,..,2.7,113.0,2161.0,5920.13,4.88,7554.02
2016,כפר ברא,3400.0,43.9,..,13.5,65.80,0,42.50,..,2.4,117.0,1364.0,6370.92,5.24,8833.71
2016,כפר ורדים,5600.0,32.0,..,54.6,86.30,362,82.40,65.10,4.5,272.0,2699.0,13462.7,-0.54,10204.6
2016,כפר יאסיף,9700.0,34.7,..,19.2,74.40,503,63.10,34.60,3.0,522.0,4357.0,6633.71,3.53,7715.16
2016,כפר יונה,22300.0,28.299999999999997,..,33.3,70.90,671,57.40,41.70,2.6,976.0,9914.0,10433.0,-0.2,10926.0
2016,כפר כמא,3200.0,32.4,..,19.2,64.80,0,59.30,..,5.1,119.0,1500.0,7768.73,0.79,8752.55
2016,כפר כנא,21500.0,40.0,5,9.4,60.90,1473,49.50,29,2.4,654.0,7821.0,5298.28,3.7,8870.71
2016,כפר מנדא,18800.0,42.4,3,9.6,70.30,1123,48.80,23.90,1.9,536.0,6447.0,5015.06,3.85,8851.39
2016,כפר סבא,99000.0,22.9,13,44.4,80.20,4521,73.70,57.20,3.0,4056.0,47215.0,11963.0,2.3,11951.0
2016,כפר קאסם,22300.0,41.1,4,10.7,65.50,1516,46.60,24.30,2.6,832.0,8821.0,5784.0,3.2,7315.0
2016,כפר קרע,18000.0,37.9,6,16.8,63.80,1109,53.50,30,2.5,652.0,7916.0,6906.6,3.49,8776.05
2016,כפר שמריהו,1900.0,25.200000000000003,..,44.9,..,0,..,..,3.2,100.0,704.0,15624.13,2.44,12242.09
2016,כפר תבור,4000.0,30.200000000000003,..,50.8,87.50,0,79.70,..,4.5,212.0,1995.0,12136.13,-0.99,11561.21
2016,כרמיאל,45300.0,26.3,11,20.0,74.80,1951,60.70,41.10,3.3,1273.0,23215.0,8426.0,1.5,8507.0
2016,להבים,6400.0,33.8,..,69.1,88.60,0,82.90,82.90,7.1,171.0,3249.0,16075.12,-0.1,21319.44
2016,לוד,73600.0,30.0,18,9.6,52.50,4175,38.60,28.30,1.9,1624.0,32671.0,7085.0,2.6,8054.0
2016,לקיה,12300.0,41.5,3,8.6,57.90,971,33.10,13.50,1.8,131.0,3833.0,5428.82,2.83,7879.35
2016,מבשרת ציון,24400.0,29.1,3,40.3,81.90,1136,68.50,56,4.5,917.0,11439.0,11619.92,1.51,11842.98
2016,מגאר,21900.0,38.5,4,11.9,72.50,1131,45,39.10,3.0,622.0,8270.0,5962.67,-1.23,8217.8
2016,מג'ד אל-כרום,14800.0,39.5,7,8.6,65,1083,61.60,20.40,2.4,431.0,6089.0,5589.9,5.31,9088.35
2016,מגדל,1900.0,29.9,..,18.9,..,0,..,..,3.1,146.0,2817.0,5535.0,-3.48,7412.0
2016,מגדל העמק,25100.0,29.9,7,11.6,52.60,1277,38.40,33.40,2.1,511.0,12291.0,6998.0,1.5,8825.0
2016,מג'דל שמס,10800.0,33.2,..,6.1,72.90,498,56.80,30.10,2.9,676.0,4067.0,4969.24,6.68,6499.25
2016,מודיעין עילית,66800.0,35.0,32,3.2,1.30,4484,0.70,10.30,0.4,907.0,13790.0,4612.0,3.6,5500.0
2016,מודיעין-מכבים-רעות*,90000.0,30.6,14,52.3,89.90,4999,85.10,64.20,3.8,3399.0,40318.0,13746.0,-2.8,12748.0
2016,מזכרת בתיה,13400.0,29.9,..,50.9,82.60,582,78.90,61.50,4.1,342.0,3382.0,12775.0,-2.83,10342.0
2016,מזרעה,3700.0,37.5,..,8.8,79.60,0,57.40,..,2.7,120.0,1812.0,6080.39,2.56,7522.99
2016,מטולה,1600.0,33.7,..,38.0,..,0,..,..,8.4,83.0,879.0,8459.08,-1.34,10316.11
2016,מיתר,7500.0,31.6,..,60.7,82.30,293,75.50,65.40,5.3,240.0,4167.0,14912.54,1.0,13052.05
2016,מסעדה,3600.0,33.0,..,4.1,65,517,38.30,..,2.2,219.0,1366.0,4997.46,6.02,6254.04
2016,מעיליא,3200.0,29.400000000000002,..,27.1,82.50,358,82.50,..,4.0,140.0,1465.0,8963.35,3.03,9118.85
2016,מעלה אדומים,37700.0,33.3,8,22.2,77.70,2016,65,49.20,3.9,1000.0,18873.0,9060.0,1.9,10118.0
2016,מעלה אפרים,1200.0,31.0,..,15.0,..,127,..,..,3.0,24.0,748.0,6825.98,2.65,8195.91
2016,מעלה עירון,14300.0,40.7,..,9.6,55.80,703,45.80,26.10,2.2,386.0,5201.0,5657.8,3.85,8567.45
2016,מעלות-תרשיחא,21100.0,28.9,4,16.2,67.40,930,55.10,45.30,2.8,571.0,10676.0,7751.0,0.6,9075.0
2016,מצפה רמון,5100.0,38.400000000000006,..,20.5,63.50,346,53.80,..,3.3,138.0,2196.0,6463.45,-9.03,7615.35
2016,משהד,8000.0,40.2,3,9.4,67.30,664,53.60,25.70,2.6,255.0,2920.0,5472.48,3.68,9160.19
2016,נהרייה,54900.0,25.8,8,20.6,76.40,1910,61,50.90,2.8,1739.0,27332.0,9208.0,0.9,10251.0
2016,נחף,12300.0,41.2,3,11.1,70.70,820,43.20,29.20,2.7,353.0,4637.0,5637.88,6.78,6700.23
2016,נס ציונה,48200.0,25.6,5,47.4,90.60,1674,83.60,59,3.1,1816.0,21566.0,12955.0,1.6,12643.0
2016,נצרת,75900.0,36.3,24,13.0,51.60,6541,42.40,33.40,2.6,2528.0,30680.0,6284.0,3.2,9335.0
2016,נצרת עילית,40200.0,25.6,5,15.4,62.50,992,53.50,41.30,2.4,1057.0,20698.0,7206.0,2.0,9417.0
2016,נשר,23700.0,25.799999999999997,..,27.7,83.90,594,70.20,48.60,4.8,664.0,11555.0,9563.0,2.2,10005.0
2016,נתיבות,32500.0,34.9,14,12.2,59.10,1482,36.80,31.30,2.3,760.0,13660.0,6348.0,1.0,8597.0
2016,נתניה,210800.0,25.4,27,20.5,68.90,7774,52.40,40.60,2.3,7354.0,95185.0,8391.0,1.9,9636.0
2016,סאג'ור,4100.0,39.5,..,14.8,60.70,153,34.40,..,3.3,103.0,1729.0,6494.22,-5.5,5077.94
2016,סביון*,3800.0,29.6,..,51.2,90,0,85.70,..,4.4,198.0,1798.0,17116.66,1.01,16653.22
2016,סח'נין,29900.0,36.8,5,14.0,68.80,1921,56.70,37.80,3.0,969.0,12133.0,6158.0,3.5,7960.0
2016,ע'ג'ר,2500.0,38.3,..,8.9,75.70,120,64.90,..,2.8,67.0,956.0,7005.79,6.48,8562.1
2016,עומר,7500.0,27.3,..,59.6,83.60,493,78.40,63.70,4.5,259.0,3801.0,15974.05,0.83,15568.99
2016,עיילבון,5500.0,33.7,..,19.8,50.60,304,37.90,..,3.1,197.0,2470.0,7247.08,1.73,8581.54
2016,עילוט,7700.0,40.7,..,2.1,30.20,379,25.80,14.40,1.3,195.0,2585.0,5421.4,3.93,11259.2
2016,עין מאהל,12600.0,40.6,..,7.7,50.60,829,37.40,22.30,1.7,277.0,4845.0,5132.41,4.45,7448.14
2016,עין קנייא,2000.0,33.8,..,4.0,..,0,..,..,3.0,94.0,857.0,5595.49,3.08,6360.84
2016,עכו,47800.0,29.3,12,11.5,68.60,2391,42.50,33,2.5,1255.0,22824.0,6846.0,1.4,9445.0
2016,עמנואל,3300.0,36.3,..,4.4,28.90,73,6.70,..,1.1,46.0,1154.0,4678.93,3.58,5594.26
2016,עספיא,11900.0,33.2,..,12.8,72.70,454,61.60,31.60,2.9,472.0,5005.0,7620.75,2.95,6769.91
2016,עפולה,47000.0,29.2,9,14.6,56.70,1873,44.60,36.30,3.0,1190.0,23476.0,7388.0,-0.3,9095.0
2016,עראבה,24500.0,39.3,4,14.8,70.60,1380,54.60,37,2.7,761.0,8566.0,6103.0,4.1,9092.0
2016,ערד,24700.0,28.799999999999997,4,11.7,60.70,888,52.10,36.20,1.7,602.0,11117.0,7297.0,2.7,7274.0
2016,ערערה,24200.0,37.9,..,13.2,61.60,957,52.60,26.80,2.0,560.0,7564.0,6319.89,3.35,7401.57
2016,ערערה-בנגב,16300.0,44.0,4,6.9,42.80,1360,17.90,13.50,1.3,122.0,3616.0,5913.01,1.16,11182.51
2016,פוריידיס,12600.0,37.099999999999994,3,7.6,67.90,715,31.60,13.70,1.4,397.0,5163.0,5769.35,5.62,8278.05
2016,פסוטה,3100.0,30.799999999999997,..,23.1,74.50,0,72.70,..,3.9,191.0,1514.0,7430.97,3.75,9443.51
2016,פקיעין (בוקייעה),5700.0,34.400000000000006,..,18.3,87.10,225,71.80,..,3.6,286.0,2459.0,7065.13,-0.25,7260.88
2016,פרדס חנה-כרכור,39600.0,25.9,7,38.1,63.40,997,56.30,40.30,2.5,2114.0,17838.0,10081.0,1.19,9857.01
2016,פרדסייה,5800.0,32.7,..,45.0,87.70,0,73.70,62.30,5.4,335.0,3354.0,11960.82,0.74,11594.79
2016,פתח תקווה,236200.0,24.8,46,30.4,72.80,10287,63.90,47.30,2.6,7853.0,115151.0,9998.0,1.4,11285.0
2016,צפת,33600.0,34.5,14,13.5,46.70,2145,28.10,31.60,2.6,802.0,11674.0,5842.0,0.2,6904.0
2016,קדומים,4300.0,32.099999999999994,..,52.3,83.30,511,78.20,..,4.8,114.0,1785.0,8671.76,-1.84,8251.42
2016,קדימה-צורן,21400.0,30.799999999999997,..,47.4,87.10,0,77.90,51,3.2,1132.0,9906.0,12557.92,2.48,12982.36
2016,קלנסווה,21900.0,40.0,4,10.3,60.80,1370,35.20,19.30,2.4,701.0,8204.0,6204.0,3.3,7964.0
2016,קצרין,7000.0,29.7,..,16.0,65.70,544,56.50,..,3.9,244.0,3492.0,6548.61,-2.55,7785.79
2016,קריית אונו,38600.0,23.4,3,54.2,84.40,1762,82,63.10,3.4,1612.0,17148.0,13892.0,2.2,13981.0
2016,קריית ארבע,7300.0,36.5,..,24.4,71.50,478,56.90,56.10,5.1,114.0,3034.0,5929.38,3.54,9679.06
2016,קריית אתא,56600.0,26.7,8,18.5,71.50,1772,47.70,38.80,2.7,1615.0,27377.0,8446.0,2.2,9543.0
2016,קריית ביאליק,39300.0,23.299999999999997,..,23.5,69.80,1218,57.20,45.80,2.8,986.0,19279.0,8940.0,1.6,10071.0
2016,קריית גת,52600.0,30.4,10,11.4,62.40,2275,49.60,36.40,2.2,1335.0,25406.0,6744.0,1.6,9610.0
2016,קריית טבעון,17600.0,25.1,3,53.2,75.10,814,71.20,43.70,4.5,805.0,7337.0,12171.05,0.47,11764.47
2016,קריית ים,39400.0,22.6,3,11.9,66.80,868,45.60,36.60,2.1,913.0,19043.0,7445.0,1.8,8027.0
2016,קריית יערים,4200.0,41.4,3,13.2,13.60,301,4.50,..,2.5,136.0,1398.0,5816.29,4.14,10389.13
2016,קריית מוצקין,40800.0,23.0,4,26.5,67.70,1644,51.80,46,2.9,1094.0,20961.0,9407.0,1.0,10622.0
2016,קריית מלאכי,21800.0,33.1,7,9.0,61.20,980,52.20,30.20,2.3,576.0,10504.0,6137.0,2.5,9085.0
2016,קריית עקרון,10800.0,30.2,..,13.9,72.60,172,53,36.90,2.6,410.0,5353.0,7616.33,-1.56,9168.21
2016,קריית שמונה,22900.0,31.9,5,13.2,61.80,890,47.80,43.70,4.6,584.0,11485.0,7172.0,-0.2,9294.0
2016,קרני שומרון,7100.0,36.6,..,33.6,71.10,242,60.90,63.30,5.0,217.0,3579.0,8589.25,2.12,8844.98
2016,ראמה,7500.0,34.7,3,19.4,74.80,908,62.20,52.60,3.5,321.0,3446.0,6918.96,2.69,7070.38
2016,ראש העין,45500.0,31.4,6,30.6,74.30,1732,67.80,52.90,3.4,1802.0,24679.0,9974.0,-0.8,10460.0
2016,ראש פינה,3000.0,28.8,..,35.9,61.50,0,48.70,..,4.7,2043.0,22383.0,10492.0,2.27,11224.0
2016,ראשון לציון,247300.0,26.4,29,24.3,79.10,9802,65.70,50.50,3.1,9475.0,125057.0,10021.0,1.0,11367.0
2016,רהט,64500.0,44.099999999999994,8,6.6,46.20,3462,29.40,16,1.6,708.0,18292.0,4959.0,4.0,9846.0
2016,רחובות,135700.0,24.9,25,36.2,73.80,5553,61,48.80,3.3,4170.0,62533.0,10187.0,0.5,10459.0
2016,ריינה,18600.0,39.2,3,7.5,54.50,1093,37.90,27.10,2.2,490.0,6189.0,5726.25,2.87,8859.03
2016,רכסים,11400.0,40.2,7,7.2,13.60,761,6.30,13.80,1.1,166.0,3362.0,5222.72,3.38,5825.51
2016,רמלה,75000.0,29.200000000000003,15,7.3,57.50,3373,37.60,27.50,1.7,2322.0,34229.0,7102.0,2.1,8892.0
2016,רמת גן,153700.0,23.1,14,39.1,81.40,6357,76.70,59.50,3.8,6555.0,70818.0,10863.0,2.2,11585.0
2016,רמת השרון,45100.0,23.2,5,53.3,79.90,2866,75.40,60.40,3.1,2322.0,19707.0,13914.0,0.3,14065.0
2016,רמת ישי,7600.0,28.8,..,48.8,76,0,67.30,..,4.4,255.0,3734.0,12330.37,0.62,10496.82
2016,רעננה,71700.0,27.1,14,42.3,84.90,3637,81.30,63.90,3.7,3471.0,32884.0,12299.0,1.1,13040.0
2016,שבלי - אום אל-גנם,5800.0,37.2,..,9.8,62,334,50.40,..,2.0,188.0,2366.0,6222.06,3.64,9685.29
2016,שגב-שלום,9500.0,44.0,..,6.2,43.40,1145,27,..,1.1,71.0,2637.0,5090.99,4.25,6857.88
2016,שדרות,24000.0,31.6,4,14.7,72.30,577,61.20,29.90,3.9,634.0,12417.0,7201.0,3.9,9693.0
2016,שוהם,20700.0,37.7,..,57.0,91.40,1286,87.60,71.50,5.4,833.0,10633.0,14689.71,0.26,14792.15
2016,שלומי,6200.0,28.4,..,13.5,73.30,101,58.90,..,2.2,218.0,3157.0,8164.68,1.59,10706.09
2016,שעב,6700.0,39.5,..,8.5,64,329,52.30,..,2.5,,,,,
2016,שפרעם,40500.0,36.9,9,9.7,47.70,2385,41.20,30.90,2.4,1161.0,16307.0,6236.0,2.0,8996.0
2016,תל אביב -יפו,438800.0,23.2,64,41.1,74,13037,65.40,51.60,4.8,24447.0,223935.0,11017.0,2.5,11908.0
2016,תל מונד,12200.0,33.1,..,51.3,89.40,1026,84.30,60,3.5,660.0,5819.0,13983.03,-0.02,13735.86
2016,תל שבע,19200.0,44.099999999999994,5,6.3,37.90,1120,25.90,15.60,1.5,149.0,4543.0,4983.94,-1.46,11631.4
