year,city,population,percent_count_Age,number_of_high_schools,number_of_bachelor_graduates_in_percent,number_of_high_school_graduates_in_percent,number_of_high_school_students,number_of_high_school_graduates_with_potential_in_percent,Registration_for_higher_education_within_8_years_in_percent,number_of_students_in_percent,number_of_self_employees,number_of_employees,employees_average_monthly_wage,employees_average_monthly_wage_change_in_percent,self_employees_average_monthly_wage
2019,רמלה,76246.0,41.25,15,9.04,64.85,3293,50.10,25.40,1.73,2901.0,37716.0,8094.18,3.29,9922.78
2019,רמת גן,163480.0,41.67,15,42.17,83.90,6455,79.65,51.60,3.87,9427.0,78651.0,12339.15,4.08,12657.21
2019,רמת השרון,47245.0,34.42,5,55.9,79.26,2911,74.58,58.30,3.07,3155.0,20446.0,14348.31,-0.23,14330.95
2019,רמת ישי,7785.0,38.629999999999995,-,52.18,79.80,-,75.76,..,4.76,350.0,3942.0,13145.61,3.22,12372.52
2019,רעננה,75421.0,35.62,13,43.8,87.75,3644,83.76,55.80,3.54,4786.0,36620.0,12925.76,2.46,13019.42
2019,שבלי - אום אל-גנם,6053.0,45.22,1,11.03,56.25,355,45.83,..,2.26,246.0,2746.0,6707.98,0.64,10095.43
2019,שגב-שלום,10936.0,45.0,3,7.6,36.41,1383,30.98,12.20,1.3,102.0,3209.0,5532.97,-0.87,9615.59
2019,שדרות,27635.0,44.05,4,17.65,78.44,752,69.46,34.20,3.99,843.0,13761.0,8424.61,4.1,10708.22
2019,שוהם,21045.0,40.45,2,59.41,91.91,1261,88.80,64.80,5.97,1030.0,11795.0,14543.86,1.66,14584.54
2019,שלומי,6511.0,39.12,1,16.21,66,132,54,..,2.11,273.0,3424.0,9337.72,4.2,11004.43
2019,שעב,7061.0,48.76,1,9.96,51.24,366,36.36,..,2.9,,,,,
2019,שפרעם,42137.0,46.65,9,11.31,56.50,2204,48.15,27.60,2.45,1463.0,18800.0,7105.65,3.25,9125.57
2019,תל אביב -יפו,460613.0,46.64,68,44.63,74.39,13872,67.79,44.90,4.78,32674.0,236408.0,12590.86,0.72,12756.82
2019,תל מונד,13144.0,39.07,1,53.31,91.48,690,86.30,54.80,3.56,817.0,6424.0,13787.64,1.87,13978.65
2019,תל שבע,20808.0,44.589999999999996,5,7.39,40.58,1358,23.06,11.20,1.59,212.0,5938.0,5288.02,-0.24,12196.38
2018,אבו גוש,7543.0,47.05,3,10.7,59.02,294,39.34,30.40,3.7,157.0,3327.0,7271.28,2.25,10385.0
2018,אבו סנאן,13915.0,48.81999999999999,3,11.1,64.0,577,47.56,24.50,2.1,562.0,5621.0,6831.89,1.33,8302.72
2018,אבן יהודה,13700.0,36.629999999999995,3,53.9,84.62,1153,76.92,54.20,3.0,945.0,6366.0,14482.88,0.0,12087.38
2018,אום אל-פחם,55183.0,47.45,13,7.7,57.76,3704,44.27,28.70,1.9,1845.0,20519.0,5851.76,2.73,8516.56
2018,אופקים,29021.0,41.91,11,10.3,45.19,1424,33.77,21.60,1.8,357.0,3391.0,10047.43,3.0,10730.33
2018,אור יהודה,36864.0,41.739999999999995,7,12.6,70.74,1111,51.3,42,2.2,1772.0,17634.0,8543.17,2.05,9751.84
2018,אור עקיבא,18237.0,40.370000000000005,5,12.7,74.78,798,61.3,33.80,1.9,785.0,9868.0,8248.94,4.08,8441.28
2018,אורנית,8807.0,39.5,1,46.0,84.77,417,79.47,56.60,3.4,605.0,4531.0,13915.11,2.41,11574.72
2018,אזור,12853.0,40.769999999999996,-,20.4,69.6,-,57.6,29.80,2.4,739.0,6164.0,9806.46,1.55,11630.1
2018,אילת,51935.0,44.93,7,10.1,69.26,1903,62.06,29.30,2.1,2628.0,32310.0,8521.74,2.65,11024.9
2018,אכסאל,14500.0,48.11,5,11.6,50.77,875,41.23,31.40,2.1,689.0,5597.0,6828.04,1.18,10554.27
2018,אליכין,3486.0,38.67,-,25.2,67.69,-,58.46,-,3.2,327.0,4756.0,12725.71,1.21,13196.9
2018,אלעד,47865.0,41.379999999999995,30,10.2,24.68,3500,16.49,19.40,1.1,1051.0,13514.0,6705.59,1.3,7795.3
2018,אלפי מנשה,7866.0,39.78,-,34.9,88.32,-,79.56,-,2.8,506.0,4035.0,12645.69,0.75,11833.27
2018,אלקנה,3812.0,39.849999999999994,2,63.5,94.74,377,86.84,-,7.9,163.0,1757.0,12224.48,1.57,15394.0
2018,אעבלין,13128.0,46.739999999999995,4,11.1,65.06,1388,62.65,39.60,2.7,510.0,5659.0,6609.76,1.28,8011.41
2018,אפרת,10088.0,41.900000000000006,3,45.8,84.72,603,81.02,70.90,5.7,394.0,4855.0,10800.15,2.19,12864.78
2018,אריאל,20455.0,46.870000000000005,2,21.6,75.86,472,65.95,49.70,12.6,646.0,10180.0,9411.94,3.63,9233.26
2018,אשדוד,224629.0,38.34,54,13.9,57.41,11497,48.11,37,2.1,7004.0,104387.0,8808.09,2.04,9046.12
2018,אשקלון,140967.0,39.09,21,17.5,69.52,5109,60.25,43.30,2.4,4962.0,69761.0,8557.93,3.04,9088.04
2018,באקה אל-גרביה,29394.0,47.25,6,11.5,65.76,1952,47.87,33.10,2.7,1194.0,12021.0,6983.89,3.29,8922.36
2018,באר יעקב,26123.0,43.97,7,31.5,71.25,1212,53.75,30.50,2.0,1207.0,12488.0,12017.03,3.05,12356.32
2018,באר שבע,209002.0,40.120000000000005,31,19.6,76.56,7693,62.03,41.10,3.7,5324.0,100890.0,9136.27,1.48,9575.99
2018,בועיינה-נוג'ידאת,9645.0,50.12,2,9.5,54.5,635,41.71,28.90,2.7,253.0,4118.0,6087.46,2.29,8151.57
2018,בוקעאתא,6528.0,47.37,1,4.9,85.45,319,68.18,-,2.3,370.0,2636.0,5680.2,-0.97,6200.54
2018,ביר אל-מכסור,9317.0,47.07,1,6.6,47.98,547,37.88,19.40,1.7,201.0,3833.0,6529.68,5.44,8643.92
2018,בית אל,6042.0,47.67,4,43.2,85.31,951,75.52,56.80,6.5,131.0,2424.0,7528.18,-1.23,8087.72
2018,בית אריה,5139.0,41.16,-,27.7,78.02,-,67.03,-,3.0,283.0,2669.0,11488.27,1.89,11628.7
2018,בית ג'ן,11865.0,49.239999999999995,1,13.6,89.17,636,78.33,35.70,3.2,409.0,5595.0,7536.81,3.86,5945.03
2018,בית דגן,7211.0,40.01,-,24.1,86.0,-,72.0,-,2.9,380.0,3490.0,10534.09,0.18,11489.82
2018,בית שאן,18226.0,41.53,6,11.6,70.47,750,54.7,32.40,2.4,530.0,9789.0,7713.69,1.57,9144.47
2018,בית שמש,118676.0,39.64,52,9.7,37.73,6674,32.41,32.70,1.6,2714.0,36568.0,7163.27,1.11,8351.84
2018,ביתר עילית,56746.0,38.45,38,4.6,11.44,4220,5.84,19.70,1.0,975.0,15374.0,5373.69,3.96,7131.08
2018,בני ברק,198863.0,41.099999999999994,107,6.3,5.99,17369,4.72,8.70,0.8,3663.0,59129.0,6223.99,2.28,7902.55
2018,"בני עי""ש",7017.0,36.370000000000005,-,11.2,78.57,-,64.29,-,2.4,199.0,3756.0,8241.85,1.69,7274.77
2018,בנימינה-גבעת עדה*,15627.0,38.120000000000005,2,58.5,81.45,749,77.42,52.40,3.1,939.0,6830.0,14477.6,1.95,12721.8
2018,"בסמ""ה",9779.0,48.129999999999995,2,11.0,57.2,648,42.8,37.30,2.4,318.0,4110.0,6236.52,3.48,7672.63
2018,בסמת טבעון,7835.0,47.25,1,7.7,62.76,358,53.1,20.70,2.0,239.0,3369.0,6583.85,4.84,8290.14
2018,בענה,8300.0,48.64,2,7.2,65.31,667,55.1,35.90,2.5,275.0,3498.0,5499.23,2.63,8649.66
2018,בת ים,128774.0,36.4,17,9.0,74.52,3547,58.88,34.50,1.5,5414.0,65946.0,7732.19,1.44,8453.68
2018,גבעת זאב,17922.0,39.4,1,20.9,47.71,-,43.51,43.30,3.1,702.0,7552.0,8953.35,0.7,9683.89
2018,גבעת שמואל,26023.0,39.97,2,56.3,91.27,695,88.17,65,5.5,1181.0,11799.0,13281.64,0.47,14281.49
2018,גבעתיים,60212.0,42.38,5,53.0,91.34,2413,86.92,63.40,4.2,3504.0,29885.0,13304.26,0.5,12765.5
2018,ג'דיידה-מכר,20920.0,47.8,4,8.8,60.82,1100,52.33,36.30,2.2,670.0,9181.0,6229.07,3.48,8722.17
2018,גדרה,28093.0,39.93,6,40.4,88.52,1655,78.71,63,3.0,1097.0,12285.0,12021.25,1.14,11738.79
2018,ג'ולס,6375.0,49.129999999999995,1,17.1,70.91,309,60.91,-,3.8,189.0,3171.0,8235.71,1.59,5833.75
2018,ג'לג'וליה,9983.0,45.68,1,9.0,72.22,497,64.44,27.90,2.7,369.0,4043.0,5782.65,4.62,7486.68
2018,גן יבנה,23751.0,42.01,3,30.4,84.41,1150,77.22,48.50,3.7,1062.0,11878.0,11794.69,2.31,11173.18
2018,גני תקווה,19263.0,36.26,2,51.9,82.7,434,81.01,56,3.0,1097.0,9374.0,14719.96,1.73,14381.86
2018,ג'סר א-זרקא,14692.0,48.36,2,1.8,40.45,760,24.27,8,0.8,134.0,6311.0,5815.87,5.06,7100.28
2018,ג'ש (גוש חלב),3090.0,43.650000000000006,1,23.5,81.82,174,76.36,-,3.8,223.0,1525.0,8811.0,3.05,10721.99
2018,ג'ת,11799.0,46.97,1,21.8,75.86,622,63.36,47.60,4.6,584.0,5384.0,7970.65,2.34,8098.93
2018,דאלית אל-כרמל,17426.0,46.27,2,13.0,76.25,489,58.33,23.70,3.0,908.0,7970.0,8024.37,2.98,7739.76
2018,דבורייה,10403.0,44.81,1,14.2,60.89,637,51.61,46.80,3.1,477.0,4298.0,6970.18,2.95,9147.07
2018,דייר אל-אסד,12349.0,47.81,1,12.0,74.06,590,59.0,39,2.9,421.0,5268.0,7162.19,2.99,9013.08
2018,דייר חנא,10259.0,47.540000000000006,1,13.4,89.08,503,81.03,27.80,2.8,365.0,4629.0,6762.96,3.89,8197.81
2018,דימונה,34135.0,41.54,10,10.3,74.75,1695,62.73,27.50,2.0,751.0,18059.0,9478.51,2.07,8836.24
2018,הוד השרון,62325.0,37.81,6,52.2,88.32,2614,84.27,59.10,3.2,3809.0,30172.0,14612.01,3.51,12854.06
2018,הר אדר,4056.0,37.42,-,54.9,89.41,-,85.88,-,4.7,252.0,2005.0,15283.71,0.44,16312.48
2018,הרצלייה,95142.0,37.96,10,42.5,85.28,3301,79.15,57,3.4,6015.0,46183.0,12612.23,1.45,12078.29
2018,זכרון יעקב,23075.0,37.67,8,50.9,78.41,1502,75.68,47.20,3.6,1322.0,10434.0,14023.47,0.1,11042.62
2018,זמר,6939.0,46.019999999999996,1,11.2,67.44,674,58.91,37.50,2.6,349.0,3001.0,7100.92,3.32,7621.87
2018,זרזיר,7942.0,47.96,1,8.3,60.43,455,46.76,17.70,2.0,164.0,3349.0,6527.12,5.23,8929.76
2018,חדרה,95683.0,39.71,19,20.6,69.22,3689,54.48,37,2.3,4112.0,48693.0,9214.44,1.72,9129.72
2018,חולון,194273.0,38.68,22,21.5,75.72,5990,65.06,44.50,2.3,9581.0,94471.0,9631.72,1.38,9920.83
2018,חורה,21559.0,42.35,7,9.4,57.1,1713,36.77,16.40,1.9,209.0,4442.0,6421.81,4.23,7970.94
2018,חורפיש,6315.0,49.05,1,19.7,91.18,353,80.15,37.20,4.2,302.0,2857.0,8508.82,4.06,5901.62
2018,חיפה,283640.0,38.25,49,32.2,72.7,11667,63.72,51.40,5.0,11071.0,134990.0,10212.09,-0.05,10446.91
2018,חצור הגלילית,9165.0,40.97,5,12.2,51.88,850,36.88,24.30,2.4,323.0,4620.0,7487.84,1.19,8159.76
2018,חריש,7569.0,42.269999999999996,-,29.9,76.19,-,52.38,-,2.1,507.0,6216.0,8781.13,0.1,7975.67
2018,טבריה,44233.0,39.36,15,8.9,59.8,2498,42.69,31.90,1.9,1568.0,20722.0,6912.07,2.53,7694.15
2018,טובא-זנגרייה,6667.0,49.870000000000005,1,5.5,56.25,260,36.61,-,1.9,156.0,3063.0,6336.78,5.84,9833.05
2018,טורעאן,14036.0,46.989999999999995,1,13.2,62.65,607,46.18,38,3.1,649.0,5616.0,6381.96,4.0,11272.39
2018,טייבה,43128.0,45.39,4,11.9,72.19,2544,58.48,30.10,2.8,1734.0,17973.0,6438.24,2.69,8138.22
2018,טירה,26163.0,46.97,7,14.7,61.04,1422,51.0,31.50,2.9,1315.0,11728.0,6987.97,2.5,8211.27
2018,טירת כרמל,22209.0,41.09,3,14.2,67.06,536,57.65,33.60,2.3,724.0,11928.0,8694.19,3.97,8409.9
2018,טמרה,33851.0,47.349999999999994,9,10.5,59.09,2233,45.87,34.60,2.8,1101.0,14052.0,6089.86,2.61,9181.07
2018,יאנוח-ג'ת,6614.0,49.879999999999995,1,14.4,76.42,324,56.1,19.40,2.7,200.0,3100.0,7942.09,3.61,6903.27
2018,יבנאל,4294.0,36.21,2,13.8,61.54,147,46.15,-,2.1,218.0,1356.0,7108.97,7.99,6549.84
2018,יבנה,46705.0,40.989999999999995,8,26.6,85.86,1379,72.12,43,2.7,2004.0,23669.0,10515.49,3.09,10950.93
2018,יהוד,29929.0,37.589999999999996,3,33.9,79.85,1780,71.6,61.60,3.0,1627.0,15194.0,11702.48,0.6,12109.05
2018,יסוד המעלה,1719.0,39.09,-,43.5,86.21,-,72.41,-,3.6,185.0,2497.0,10870.46,2.75,13583.32
2018,יפיע,18905.0,46.95,4,10.8,77.86,942,65.92,39.90,2.7,712.0,7993.0,6351.5,2.88,9049.33
2018,יקנעם עילית,23311.0,40.14,1,36.5,78.14,802,64.32,46.60,2.8,702.0,12555.0,11751.53,1.51,10843.0
2018,ירוחם,9975.0,43.28,3,17.9,64.74,459,53.85,38.40,2.9,205.0,4929.0,8572.5,1.95,9114.79
2018,ירושלים,919438.0,42.599999999999994,343,15.0,37.54,54357,32.4,24.10,2.7,25248.0,306765.0,7635.67,0.61,8945.07
2018,ירכא,17002.0,48.87,7,11.1,83.02,1088,52.47,28.60,2.6,674.0,6436.0,7154.49,1.72,8065.92
2018,כאבול,13854.0,47.58,1,13.5,75.0,625,60.91,45.40,2.8,370.0,4912.0,6601.47,1.99,7416.22
2018,כאוכב אבו אל-היג'א,3526.0,45.63,1,18.8,94.74,232,78.95,-,3.8,117.0,1674.0,7315.62,2.02,8122.62
2018,כוכב יאיר,8772.0,38.15,-,59.4,86.57,-,84.08,59.80,5.6,665.0,5011.0,14862.37,1.06,14299.81
2018,כסיפה,21079.0,43.900000000000006,4,10.1,58.08,1581,43.11,23.40,2.0,156.0,4685.0,6343.48,3.73,9013.52
2018,כסרא-סמיע,8649.0,49.96,2,11.5,89.31,441,58.49,22.90,2.3,255.0,3646.0,8028.71,6.52,6887.09
2018,כעביה-טבאש-חג'אג'רה,5409.0,47.620000000000005,1,11.3,69.37,351,54.95,-,2.8,126.0,2409.0,6658.52,4.13,8328.48
2018,כפר ברא,3594.0,48.49,-,13.1,77.42,-,63.44,-,2.6,163.0,1546.0,6704.35,0.69,9416.9
2018,כפר ורדים,5579.0,37.22,2,53.2,78.15,328,75.63,-,4.4,361.0,2801.0,13897.1,0.63,9782.77
2018,כפר יאסיף,10029.0,46.43000000000001,1,19.0,71.68,562,63.58,34.70,3.0,617.0,4739.0,7293.88,2.32,8144.34
2018,כפר יונה,23061.0,41.19,1,33.8,73.95,724,55.63,45.60,2.5,1291.0,11405.0,11568.8,3.44,10817.68
2018,כפר כמא,3332.0,45.11,-,19.8,64.29,-,61.9,-,4.5,131.0,1674.0,8726.61,2.71,9162.16
2018,כפר כנא,22399.0,47.260000000000005,5,9.5,58.99,1538,46.87,28.10,2.6,767.0,8739.0,5848.88,3.81,9187.41
2018,כפר מנדא,19843.0,49.61,3,9.5,77.96,1236,52.37,22.60,2.1,652.0,7290.0,5395.28,1.59,9182.09
2018,כפר סבא,100764.0,36.56,13,45.3,80.53,4221,75.29,51.70,2.8,5414.0,49701.0,12773.23,0.5,11831.33
2018,כפר קאסם,23242.0,47.900000000000006,4,10.7,77.35,1592,56.53,24.30,2.6,1034.0,9621.0,6425.51,4.37,7701.37
2018,כפר קרע,18675.0,47.14,6,16.6,64.61,1181,53.09,30.10,2.6,806.0,8594.0,7492.61,2.69,8579.57
2018,כפר שמריהו,1890.0,31.43,-,44.0,94.44,-,91.67,-,3.7,145.0,789.0,15714.17,-6.62,13655.01
2018,כפר תבור,4262.0,37.980000000000004,-,49.4,89.71,-,85.29,-,4.8,273.0,2205.0,13091.71,0.46,12682.53
2018,כרמיאל,46124.0,38.07,11,19.6,76.23,1835,59.71,46.10,3.1,1560.0,23990.0,9150.84,1.33,8753.47
2018,להבים,6350.0,38.89,-,67.5,89.23,-,83.85,77.80,6.4,274.0,3436.0,16995.7,-0.21,16379.42
2018,לוד,75726.0,39.78,18,10.0,59.04,4143,43.88,24.70,1.9,2024.0,35119.0,7734.76,3.09,8281.07
2018,לקיה,13394.0,43.6,3,8.4,55.12,996,33.33,16.70,1.7,187.0,4381.0,6009.66,2.84,9963.55
2018,מבשרת ציון,23962.0,38.99,3,40.4,79.27,1000,70.59,55.20,4.3,1252.0,11921.0,12332.57,0.57,11675.97
2018,מגאר,22609.0,50.010000000000005,4,11.1,78.06,1148,61.43,37.30,2.9,816.0,9621.0,6918.32,3.71,8587.42
2018,מג'ד אל-כרום,15292.0,47.95,7,8.7,70.4,1055,50.57,25.10,2.5,529.0,6797.0,6120.26,2.79,8911.73
2018,מגדל,1941.0,37.72,-,17.0,67.86,-,57.14,-,3.0,185.0,3241.0,6168.3,1.61,9161.87
2018,מגדל העמק,25636.0,39.54,9,12.1,60.27,1415,44.86,30.90,2.0,658.0,12817.0,7684.57,1.59,7711.31
2018,מג'דל שמס,11045.0,45.8,1,6.2,72.28,526,64.67,34.70,2.8,864.0,4450.0,5524.23,2.6,7288.01
2018,מודיעין עילית,73080.0,37.09,37,3.1,3.11,5385,1.16,10.20,0.5,1179.0,15489.0,5157.52,4.1,5901.31
2018,מודיעין-מכבים-רעות*,92406.0,39.11,15,52.2,88.67,5147,85.21,61.50,3.7,4137.0,43544.0,14733.91,0.87,13419.61
2018,מזכרת בתיה,14680.0,39.269999999999996,1,50.8,84.26,662,80.0,59,3.9,474.0,3632.0,13695.5,2.0,10992.32
2018,מזרעה,3858.0,47.41,-,9.3,64.71,-,50.98,-,2.2,152.0,1958.0,6738.96,2.62,8185.87
2018,מטולה,1599.0,46.28,-,35.1,60.0,-,55.0,-,7.9,125.0,937.0,8945.48,-1.14,10513.53
2018,מיתר,8438.0,38.44,1,61.2,87.98,415,84.7,61.40,4.7,380.0,5208.0,15718.29,0.07,13484.75
2018,מסעדה,3650.0,45.040000000000006,1,4.1,86.3,307,58.9,-,2.3,268.0,1507.0,5476.65,1.35,7064.09
2018,מעיליא,3254.0,40.54,1,28.2,87.5,361,81.25,-,4.3,171.0,1595.0,9439.0,1.88,10166.37
2018,מעלה אדומים,38193.0,41.34,8,22.0,85.6,1927,74.21,49.20,3.7,1193.0,19738.0,9869.19,1.65,10255.65
2018,מעלה אפרים,1241.0,43.91,1,16.3,56.25,94,43.75,-,3.1,39.0,726.0,7639.22,3.09,7501.21
2018,מעלה עירון,14833.0,48.13,2,10.0,59.93,800,49.84,28,1.8,485.0,5799.0,6087.04,2.23,9027.41
2018,מעלות-תרשיחא,21423.0,39.41,4,16.4,73.44,935,62.3,41.90,2.6,708.0,11304.0,8647.09,3.65,9237.14
2018,מצפה רמון,5220.0,48.47,2,19.6,61.02,332,57.63,45.50,3.4,183.0,2452.0,7457.25,1.98,8335.73
2018,משהד,8219.0,48.379999999999995,3,9.5,57.54,658,39.66,32.80,2.7,295.0,3336.0,6002.72,3.98,9773.61
2018,נהרייה,56880.0,37.269999999999996,8,19.7,70.08,1906,58.38,52.80,2.7,2252.0,30279.0,9571.91,-1.6,10399.28
2018,נחף,12845.0,48.75,3,11.2,62.59,855,45.24,26.50,2.7,420.0,5139.0,6199.73,2.6,7124.88
2018,נס ציונה,50213.0,38.02,7,48.5,91.05,1801,84.46,57.70,3.0,2300.0,23018.0,13816.15,1.52,12711.01
2018,נצרת,77063.0,46.05,24,13.8,60.55,6094,50.07,33.60,2.7,3115.0,33276.0,6787.75,1.88,9338.41
2018,נצרת עילית,41169.0,37.870000000000005,5,15.5,74.09,883,63.53,39.60,2.3,1295.0,21974.0,7750.64,2.29,9227.7
2018,נשר,23982.0,39.69,1,27.8,80.67,568,69.14,53.30,4.6,867.0,12055.0,10493.46,2.85,10035.56
2018,נתיבות,35631.0,42.3,13,12.6,60.53,1548,40.53,33.80,2.3,950.0,15973.0,7179.86,3.8,9015.93
2018,נתניה,217243.0,37.67,29,21.3,71.68,7845,57.64,40,2.3,9419.0,100584.0,9045.68,1.62,9394.07
2018,סאג'ור,4209.0,52.96,1,14.1,65.33,165,53.33,-,3.0,137.0,2031.0,7879.85,3.87,5972.8
2018,סביון*,3969.0,33.29,-,51.0,93.42,-,93.42,-,4.5,272.0,1992.0,17941.35,0.89,15234.88
2018,סח'נין,31056.0,47.08,6,13.8,61.97,1921,52.8,40.30,3.1,1172.0,13698.0,6617.17,1.26,8768.61
2018,ע'ג'ר,2607.0,51.25,1,8.7,77.78,135,55.56,-,2.6,73.0,1121.0,7234.67,-0.82,7022.97
2018,עומר,7586.0,34.76,1,58.3,88.64,380,86.36,-,4.0,404.0,4024.0,16814.88,0.04,15181.29
2018,עיילבון,5703.0,46.269999999999996,1,19.8,51.4,286,46.73,-,3.5,253.0,2638.0,8179.97,3.26,8806.69
2018,עילוט,8192.0,48.48,1,2.2,65.47,412,53.24,8.20,1.4,254.0,2925.0,5794.58,3.1,11080.26
2018,עין מאהל,13130.0,48.34,3,7.9,45.43,912,35.02,20.40,1.8,344.0,5482.0,5704.66,3.96,7846.1
2018,עין קנייא,2063.0,46.83,-,4.2,82.0,-,44.0,-,3.1,117.0,959.0,6095.91,1.01,6930.26
2018,עכו,48929.0,41.17,12,12.2,67.19,2344,45.0,39.10,2.4,1569.0,24451.0,7582.54,1.95,9012.18
2018,עמנואל,3693.0,39.19,1,5.2,56.52,86,26.09,-,1.1,72.0,1316.0,5318.85,4.35,5219.28
2018,עספיא,12354.0,46.28,2,12.6,85.15,595,77.23,30,3.0,548.0,5628.0,8151.9,1.07,7471.84
2018,עפולה,51737.0,40.22,9,14.5,66.38,1674,51.39,38.70,3.0,1632.0,26494.0,8059.57,1.9,8835.03
2018,עראבה,25369.0,47.32,5,14.2,78.37,1467,61.31,37.70,2.8,909.0,9740.0,6592.85,3.51,9782.99
2018,ערד,26451.0,37.79,5,11.4,57.34,1023,46.85,37.40,1.6,791.0,11694.0,7845.56,1.22,7483.19
2018,ערערה,24905.0,46.519999999999996,3,13.1,66.67,952,46.51,25.30,2.1,652.0,8377.0,6865.31,2.71,7557.99
2018,ערערה-בנגב,17640.0,44.58,4,6.2,31.06,1327,11.99,15,1.1,151.0,4370.0,6160.49,2.38,9726.08
2018,פוריידיס,13086.0,47.55,4,7.7,76.72,806,54.75,16.20,1.6,468.0,5769.0,6345.73,3.19,7936.61
2018,פסוטה,3148.0,45.08,-,23.0,86.54,-,86.54,-,4.0,229.0,1555.0,8389.29,3.07,9523.05
2018,פקיעין (בוקייעה),5815.0,47.23,1,18.2,86.73,219,81.63,-,3.5,357.0,2699.0,7826.46,3.28,7284.48
2018,פרדס חנה-כרכור,42084.0,38.65,8,38.9,71.1,972,61.22,37.50,2.4,2675.0,19378.0,10967.81,1.67,10141.63
2018,פרדסייה,5830.0,40.69,-,45.0,91.21,-,81.32,64.20,4.7,404.0,3393.0,13190.93,3.51,11790.22
2018,פתח תקווה,244275.0,38.01,51,31.5,75.52,10799,67.62,47,2.5,10241.0,122907.0,10757.55,1.06,11102.95
2018,צפת,35716.0,39.27,14,13.4,48.01,2046,35.86,36.30,2.6,1055.0,12956.0,6370.1,1.69,7102.24
2018,קדומים,4595.0,37.82,2,51.1,85.26,426,81.05,-,4.3,157.0,1856.0,9600.8,-0.11,9642.5
2018,קדימה-צורן,22490.0,39.47,1,47.3,82.44,624,76.49,56.80,3.0,1371.0,10645.0,13262.64,0.17,12874.49
2018,קלנסווה,22788.0,46.730000000000004,4,10.6,70.73,1427,55.35,24.20,2.7,847.0,9184.0,6778.79,2.72,8281.65
2018,קצרין,7131.0,38.120000000000005,2,15.4,66.07,616,54.46,-,3.7,307.0,3713.0,7363.0,3.27,8325.93
2018,קריית אונו,39985.0,37.76,3,54.6,87.82,1771,84.14,63.20,3.3,2063.0,18327.0,14825.46,1.21,13749.8
2018,קריית ארבע,7322.0,42.12,2,24.0,70.69,394,58.62,56.50,4.6,142.0,3171.0,6582.03,0.74,8140.22
2018,קריית אתא,58268.0,38.989999999999995,8,19.0,76.59,1768,56.28,40,2.6,2072.0,29481.0,9100.3,0.95,9371.69
2018,קריית ביאליק,39927.0,37.400000000000006,2,24.9,74.42,1217,61.06,49.30,2.8,1383.0,20440.0,9569.52,0.46,9682.85
2018,קריית גת,54972.0,40.129999999999995,13,11.7,63.48,2345,51.97,34.80,2.1,1673.0,27907.0,7597.57,3.15,9300.77
2018,קריית טבעון,18121.0,35.19,3,52.4,83.41,769,80.79,51.40,4.2,1073.0,7829.0,12344.11,-2.87,10769.65
2018,קריית ים,39908.0,35.93,3,12.4,69.9,945,50.0,35.30,2.1,1155.0,19911.0,7965.66,0.47,8001.73
2018,קריית יערים,5565.0,43.47,2,15.0,13.58,199,12.35,-,2.1,198.0,1753.0,6447.03,4.73,10186.74
2018,קריית מוצקין,42014.0,36.769999999999996,4,27.0,76.1,1617,65.86,44.90,2.9,1494.0,22895.0,10041.7,0.02,10413.89
2018,קריית מלאכי,23124.0,42.34,7,9.7,61.41,846,54.08,32.70,2.0,725.0,11532.0,6986.75,4.24,8542.55
2018,קריית עקרון,11000.0,40.41,1,13.9,80.31,191,65.35,33.60,2.7,480.0,5651.0,8518.99,2.85,9429.17
2018,קריית שמונה,22624.0,41.739999999999995,6,12.7,67.19,846,52.81,37.10,4.7,719.0,11912.0,7920.29,1.93,8954.71
2018,קרני שומרון,7713.0,43.36,1,35.1,77.21,264,72.79,41.40,3.9,287.0,3984.0,9496.79,1.96,8804.78
2018,ראמה,7651.0,45.589999999999996,3,19.1,77.93,908,71.72,33.10,3.5,401.0,3739.0,7765.32,1.86,7645.03
2018,ראש העין,56344.0,42.730000000000004,6,31.5,74.64,1587,67.75,55.40,3.3,2620.0,31384.0,11213.7,2.94,10955.73
2018,ראש פינה,3120.0,37.980000000000004,-,35.8,76.92,-,67.31,-,4.2,2861.0,25291.0,11233.35,1.74,11106.03
2018,ראשון לציון,251720.0,39.3,30,24.5,83.24,9313,71.74,51.40,3.1,12038.0,132020.0,10700.19,1.17,11289.53
2018,רהט,69033.0,45.78,11,6.3,55.4,3572,38.34,18.20,1.6,917.0,20708.0,5719.18,5.28,10398.62
2018,רחובות,141579.0,38.519999999999996,28,36.6,74.66,5780,66.09,45,3.2,5462.0,67840.0,11061.87,1.52,10664.48
2018,ריינה,18890.0,47.41,3,7.7,50.85,1088,39.49,24.30,2.3,597.0,6636.0,6365.21,3.34,9184.6
2018,רכסים,12110.0,41.599999999999994,9,6.8,14.04,802,8.43,17.90,1.0,224.0,3671.0,5591.26,0.12,6092.22
2018,רמלה,75538.0,41.709999999999994,14,7.8,65.61,3191,47.02,27.40,1.7,2695.0,36319.0,7825.54,2.65,9151.36
2018,רמת גן,159160.0,41.31,15,39.7,83.19,6472,77.54,58,3.8,8924.0,79088.0,11569.69,1.04,11599.9
2018,רמת השרון,46721.0,34.769999999999996,5,54.1,79.11,2833,75.0,59.60,3.1,3275.0,20993.0,14603.7,0.25,13401.05
2018,רמת ישי,7723.0,39.260000000000005,-,49.3,84.82,-,79.46,-,4.4,370.0,3904.0,13061.73,0.99,10371.51
